codigo,nome,unidade,material,maoDeObra,total
13.109.000299.SER,"Luva de redução de ferro galvanizado Ø 100 x 80 mm - 4 x 3","un",92.20,14.44,106.64
13.109.000300.SER,"Luva de redução de ferro galvanizado Ø 25 x 20 mm - 1 x 3/4","un",7.77,5.78,13.55
13.109.000301.SER,"Luva de redução de ferro galvanizado Ø 32 x 15 mm - 1 1/4 x 1/2","un",10.83,10.11,20.94
13.109.000302.SER,"Luva de redução de ferro galvanizado Ø 32 x 20 mm - 1 1/4 x 3/4","un",10.83,10.11,20.94
13.109.000303.SER,"Luva de redução de ferro galvanizado Ø 32 x 25 mm - 1 1/4 x 1","un",10.83,10.11,20.94
13.109.000304.SER,"Luva de redução de ferro galvanizado Ø 40 x 20 mm - 1 1/2 x 3/4","un",14.46,10.11,24.57
13.109.000305.SER,"Luva de redução de ferro galvanizado Ø 40 x 25 mm - 1 1/2 x 1","un",14.46,10.11,24.57
13.109.000306.SER,"Luva de redução de ferro galvanizado Ø 40 x 32 mm - 1 1/2 x 1 1/4","un",14.46,10.11,24.57
13.109.000307.SER,"Luva macho-fêmea de redução de ferro galvanizado Ø 20 x 15mm - 3/4 x 1/2","un",6.36,5.78,12.14
13.109.000308.SER,"Luva macho-fêmea de redução de ferro galvanizado Ø 25 x 15 mm - 1 x 1/2","un",8.41,5.78,14.19
13.109.000309.SER,"Luva macho-fêmea de redução de ferro galvanizado Ø 25 x 20 mm - 1 x 3/4","un",8.98,5.78,14.76
13.109.000310.SER,"Luva macho-fêmea de redução de ferro galvanizado Ø 32 x 20 mm - 1 1/4 x 3/4","un",14.18,10.11,24.29
13.109.000311.SER,"Luva macho-fêmea de redução de ferro galvanizado Ø 32 x 25 mm - 1 1/4 x 1","un",12.31,10.11,22.42
13.109.000312.SER,"Luva macho-fêmea de redução de ferro galvanizado Ø 40 x 25 mm - 1 1/2 x 1","un",13.29,10.11,23.39
13.109.000313.SER,"Luva macho-fêmea de redução de ferro galvanizado Ø 40 x 32 mm - 1 1/2 x 1 1/4","un",13.29,10.11,23.39
13.109.000314.SER,"Niple duplo de ferro galvanizado Ø 15 mm - 1/2","un",2.13,5.78,7.91
13.109.000315.SER,"Niple duplo de ferro galvanizado Ø 20 mm - 3/4","un",3.33,5.78,9.10
13.109.000316.SER,"Niple duplo de ferro galvanizado Ø 25 mm - 1","un",5.32,5.78,11.09
13.109.000317.SER,"Niple duplo de ferro galvanizado Ø 32 mm - 1 1/4","un",7.66,10.11,17.77
13.109.000318.SER,"Niple duplo de ferro galvanizado Ø 40 mm - 1 1/2","un",8.38,10.11,18.49
13.109.000319.SER,"Niple duplo de ferro galvanizado Ø 50 mm - 2","un",18.24,10.11,28.35
13.109.000320.SER,"Niple duplo de ferro galvanizado Ø 65 mm - 2 1/2","un",25.90,11.55,37.45
13.109.000321.SER,"Niple duplo de ferro galvanizado Ø 80 mm - 3","un",37.41,11.55,48.96
13.109.000322.SER,"Niple duplo de ferro galvanizado Ø 100 mm - 4","un",60.95,14.44,75.39
13.109.000323.SER,"Niple duplo de redução de ferro galvanizado Ø 20 x 15 mm - 3/4 x 1/2","un",3.51,5.78,9.29
13.109.000324.SER,"Niple duplo de redução de ferro galvanizado Ø 50 x 32 mm - 2 x 1 1/4","un",20.86,10.11,30.97
13.109.000325.SER,"Niple duplo de redução de ferro galvanizado Ø 50 x 40 mm - 2 x 1 1/2","un",20.86,10.11,30.97
13.109.000326.SER,"Niple duplo de redução de ferro galvanizado Ø 65 x 50 mm - 2 1/2 x 2", un, 29.63, 11.55, 41.18
13.109.000327.SER,"Niple duplo de redução de ferro galvanizado Ø 80 x 50 mm - 3 x 2", un, 42.78, 11.55, 54.33
13.109.000328.SER,"Niple duplo de redução de ferro galvanizado Ø 80 x 65 mm - 3 x 2 1/2", un, 42.78, 11.55, 54.33
13.109.000329.SER,"Niple duplo de redução de ferro galvanizado Ø 25 x 15 mm - 1 x 1/2", un, 6.12, 5.78, 11.90
13.109.000330.SER,"Niple duplo de redução de ferro galvanizado Ø 25 x 20 mm - 1 x 3/4", un, 6.20, 5.78, 11.98
13.109.000331.SER,"Niple duplo de redução de ferro galvanizado Ø 32 x 20 mm - 1 1/4 x 3/4", un, 8.57, 10.11, 18.67
13.109.000332.SER,"Niple duplo de redução de ferro galvanizado Ø 32 x 25 mm - 1 1/4 x 1", un, 8.57, 10.11, 18.67
13.109.000333.SER,"Niple duplo de redução de ferro galvanizado Ø 40 x 20 mm - 1 1/2 x 3/4", un, 9.58, 10.11, 19.69
13.109.000334.SER,"Niple duplo de redução de ferro galvanizado Ø 40 x 25 mm - 1 1/2 x 1", un, 9.58, 10.11, 19.69
13.109.000335.SER,"Niple duplo de redução de ferro galvanizado Ø 40 x 32 mm - 1 1/2 x 1 1/4", un, 9.58, 10.11, 19.69
13.109.000336.SER,"Niple duplo de redução de ferro galvanizado Ø 50 x 25 mm - 2 x 1", un, 20.86, 10.11, 30.97
13.109.000337.SER,"Tê 45° de ferro galvanizado Ø 15 mm - 1/2", un, 7.39, 13.28, 20.67
13.109.000338.SER,"Tê 45° de ferro galvanizado Ø 20 mm - 3/4", un, 11.97, 13.28, 25.25
13.109.000339.SER,"Tê 45° de ferro galvanizado Ø 25 mm - 1", un, 16.50, 13.28, 29.79
13.109.000340.SER,"Tê 45° de ferro galvanizado Ø 32 mm - 1 1/4", un, 29.42, 22.53, 51.95
13.109.000341.SER,"Tê 45° de ferro galvanizado Ø 40 mm - 1 1/2", un, 39.37, 22.53, 61.90
13.109.000342.SER,"Tê 45° de ferro galvanizado Ø 50 mm - 2", un, 54.25, 22.53, 76.78
13.109.000343.SER,"Tê 45° de ferro galvanizado Ø 65 mm - 2 1/2", un, 80.41, 26.86, 107.27
13.109.000344.SER,"Tê 45° de ferro galvanizado Ø 80 mm - 3", un, 124.06, 26.86, 150.92
13.109.000345.SER,"Tê 45° de ferro galvanizado Ø 100 mm - 4", un, 218.16, 33.21, 251.37
13.109.000346.SER,"Tê 90° de ferro galvanizado Ø 15 mm - 1/2", un, 3.89, 13.28, 17.17
13.109.000347.SER,"Tê 90° de ferro galvanizado Ø 150 mm - 6", un, 387.13, 42.45, 429.58
13.109.000348.SER,"Tê 90° de ferro galvanizado Ø 20 mm - 3/4", un, 5.90, 13.28, 19.18
13.109.000349.SER,"Tê 90° de ferro galvanizado Ø 25 mm - 1", un, 9.80, 13.28, 23.09
13.109.000350.SER,"Tê 90° de ferro galvanizado Ø 32 mm - 1 1/4", un, 15.78, 22.53, 38.31
13.109.000351.SER,"Tê 90° de ferro galvanizado Ø 40 mm - 1 1/2", un, 17.49, 22.53, 40.01
13.109.000352.SER,"Tê 90° de ferro galvanizado Ø 50 mm - 2", un, 31.59, 22.53, 54.11
13.109.000353.SER,"Tê 90° de ferro galvanizado Ø 65 mm - 2 1/2", un, 55.65, 26.86, 82.51
13.109.000354.SER,"Tê 90° de ferro galvanizado Ø 80 mm - 3", un, 72.84, 26.86, 99.69
13.109.000355.SER,"Tê 90° de ferro galvanizado Ø 100 mm - 4", un, 141.42, 33.21, 174.63
13.109.000356.SER,"Tê de curva dupla de ferro galvanizado Ø 15 mm - 1/2", un, 9.38, 17.62, 26.99
13.109.000357.SER,"Tê de curva dupla de ferro galvanizado Ø 20 mm - 3/4", un, 13.13, 17.62, 30.75
13.109.000358.SER,"Tê de redução de ferro galvanizado Ø 20 x 15 mm - 3/4 x 1/2", un, 6.65, 13.28, 19.93
13.109.000359.SER,"Tê de redução de ferro galvanizado Ø 50 x 25 mm - 2 x 1", un, 36.01, 22.53, 58.54
13.109.000360.SER,"Tê de redução de ferro galvanizado Ø 50 x 32 mm - 2 x 1 1/4", un, 36.01, 22.53, 58.54
13.109.000361.SER,"Tê de redução de ferro galvanizado Ø 50 x 40 mm - 2 x 1 1/2", un, 36.01, 22.53, 58.54
13.109.000362.SER,"Tê de redução de ferro galvanizado Ø 65 x 25 mm - 2 1/2 x 1", un, 63.45, 26.86, 90.30
13.109.000363.SER,"Tê de redução de ferro galvanizado Ø 65 x 32 mm - 2 1/2 x 1 1/4", un, 63.45, 26.86, 90.30
13.109.000364.SER,"Tê de redução de ferro galvanizado Ø 65 x 40 mm - 2 1/2 x 1 1/2", un, 63.45, 26.86, 90.30
13.109.000365.SER,"Tê de redução de ferro galvanizado Ø 65 x 50 mm - 2 1/2 x 2", un, 63.45, 26.86, 90.30
13.109.000366.SER,"Tê de redução de ferro galvanizado Ø 80 x 25 mm - 3 x 1", un, 83.02, 26.86, 109.87
13.109.000367.SER,"Tê de redução de ferro galvanizado Ø 80 x 40 mm - 3 x 1 1/2", un, 83.02, 26.86, 109.87
13.109.000368.SER,"Tê de redução de ferro galvanizado Ø 80 x 50 mm - 3 x 2", un, 83.06, 26.86, 109.91
13.109.000369.SER,"Tê de redução de ferro galvanizado Ø 25 x 15 mm - 1 x 1/2", un, 11.19, 13.28, 24.47
13.109.000370.SER,"Tê de redução de ferro galvanizado Ø 80 x 65 mm - 3 x 2 1/2", un, 83.06, 26.86, 109.91
13.109.000371.SER,"Tê de redução de ferro galvanizado Ø 100 x 50 mm - 4 x 2", un, 157.43, 33.21, 190.64
13.109.000372.SER,"Tê de redução de ferro galvanizado Ø 100 x 80 mm - 4 x 3", un, 157.43, 33.21, 190.64
13.109.000373.SER,"Tê de redução de ferro galvanizado Ø 25 x 20 mm - 1 x 3/4", un, 11.23, 13.28, 24.51
13.109.000374.SER,"Tê de redução de ferro galvanizado Ø 32 x 15 mm - 1 1/4 x 1/2", un, 17.57, 22.53, 40.10
13.109.000375.SER,"Tê de redução de ferro galvanizado Ø 32 x 20 mm - 1 1/4 x 3/4", un, 17.57, 22.53, 40.10
13.109.000376.SER,"Tê de redução de ferro galvanizado Ø 32 x 25 mm - 1 1/4 x 1", un, 17.57, 22.53, 40.10
13.109.000377.SER,"Tê de redução de ferro galvanizado Ø 40 x 20 mm - 1 1/2 x 3/4", un, 19.94, 22.53, 42.47
13.109.000378.SER,"Tê de redução de ferro galvanizado Ø 40 x 25 mm - 1 1/2 x 1", un, 19.94, 22.53, 42.47
13.109.000379.SER,"Tê de redução de ferro galvanizado Ø 40 x 32 mm - 1 1/2 x 1 1/4", un, 19.94, 22.53, 42.47
13.109.000380.SER,"União de ferro galvanizado com assento cônico de bronze Ø 15 mm - 1/2", un, 28.66, 5.78, 34.44
13.109.000381.SER,"União de ferro galvanizado com assento cônico de bronze Ø 20 mm - 3/4", un, 34.74, 5.78, 40.52
13.109.000382.SER,"União de ferro galvanizado com assento cônico de bronze Ø 25 mm - 1", un, 35.02, 5.78, 40.79
13.109.000383.SER,"União de ferro galvanizado com assento cônico de bronze Ø 32 mm - 1 1/4", un, 50.76, 10.11, 60.87
13.109.000384.SER,"União de ferro galvanizado com assento cônico de bronze Ø 40 mm - 1 1/2", un, 66.68, 10.11, 76.78
13.109.000385.SER,"União de ferro galvanizado com assento cônico de bronze Ø 50 mm - 2", un, 92.90, 10.11, 103.01
13.109.000386.SER,"União de ferro galvanizado com assento cônico de bronze Ø 65 mm - 2 1/2", un, 119.24, 11.55, 130.79
13.109.000387.SER,"União de ferro galvanizado com assento cônico de bronze Ø 80 mm - 3", un, 205.48, 11.55, 217.03
13.109.000388.SER,"União de ferro galvanizado com assento cônico de bronze Ø 100 mm - 4", un, 308.42, 11.55, 319.97
13.109.000420.SER,"Bucha de redução de ferro galvanizado Ø 65 x 50 mm - 2 1/2 x 2", un, 17.35, 11.55, 28.90
13.109.000421.SER,"Bujão (plug de ferro galvanizado Ø 50 mm - 2", un, 9.88, 5.20, 15.07
13.109.000422.SER,"Bujão (plug de ferro galvanizado Ø 65 mm - 2 1/2", un, 18.05, 5.78, 23.82
13.109.000423.SER,"Bujão (plug de ferro galvanizado Ø 80 mm - 3", un, 26.00, 5.78, 31.78
13.109.000430.SER,"Cotovelo com saída lateral de ferro galvanizado Ø 15 mm - 1/2", un, 8.48, 11.55, 20.03
13.109.000431.SER,"Cotovelo com saída lateral de ferro galvanizado Ø 20 mm - 3/4", un, 11.23, 11.55, 22.78
13.109.000432.SER,"Cotovelo com saída lateral de ferro galvanizado Ø 25 mm - 1", un, 17.45, 11.55, 29.00
13.109.000433.SER,"Cotovelo com saída lateral de ferro galvanizado Ø 32 mm - 1 1/4", un, 26.28, 20.22, 46.49
13.109.000434.SER,"Cotovelo com saída lateral de ferro galvanizado Ø 40 mm - 1 1/2", un, 33.72, 20.22, 53.93
13.109.000435.SER,"Cotovelo com saída lateral de ferro galvanizado Ø 50 mm - 2", un, 52.68, 20.22, 72.89
13.109.000436.SER,"Cotovelo de redução de ferro galvanizado Ø 20 x 15 mm - 3/4 x 1/2", un, 6.07, 11.55, 17.62
13.109.000437.SER,"Cotovelo de redução de ferro galvanizado Ø 25 x 15 mm - 1 x 1/2", un, 8.74, 11.55, 20.29
13.109.000438.SER,"Cotovelo de redução de ferro galvanizado Ø 65 x 50 mm - 2 1/2 x 2", un, 59.85, 23.10, 82.96
13.109.000439.SER,"Cotovelo macho-fêmea de ferro galvanizado Ø 32 mm - 1 1/4", un, 17.53, 20.22, 37.74
13.109.000440.SER,"Cotovelo macho-fêmea de ferro galvanizado Ø 40 mm - 1 1/2", un, 19.78, 20.22, 40.00
13.109.000441.SER,"Cotovelo macho-fêmea de ferro galvanizado Ø 50 mm - 2", un, 29.83, 20.22, 50.05
13.109.000442.SER,"Cotovelo macho-fêmea de ferro galvanizado Ø 80 mm - 3", un, 65.73, 23.10, 88.83
13.109.000443.SER,"Cruzeta de ferro galvanizado Ø 15 mm - 1/2", un, 10.14, 17.62, 27.76
13.109.000444.SER,"Cruzeta de ferro galvanizado Ø 20 mm - 3/4", un, 13.60, 17.62, 31.22
13.109.000445.SER,"Cruzeta de ferro galvanizado Ø 25 mm - 1", un, 19.70, 17.62, 37.32
13.109.000446.SER,"Cruzeta de ferro galvanizado Ø 32 mm - 1 1/4", un, 27.50, 30.03, 57.53
13.109.000447.SER,"Tampão - cap de ferro galvanizado Ø 40 mm - 1 1/2", un, 9.18, 5.20, 14.37
13.111,"Tubos e conexões em cobre e bronze",m²,0,0,0
13.111.000010.SER,"Tubo de cobre inclusive conexões Ø 15 mm - 1/2", m, 18.62, 9.53, 28.15
13.111.000011.SER,"Tubo de cobre inclusive conexões Ø 22 mm - 3/4", m, 31.24, 10.40, 41.64
13.111.000012.SER,"Tubo de cobre inclusive conexões Ø 28 mm - 1", m, 41.03, 13.00, 54.02
13.111.000013.SER,"Tubo de cobre inclusive conexões Ø 35 mm - 1 1/4", m, 55.18, 14.73, 69.91
13.111.000014.SER,"Tubo de cobre inclusive conexões Ø 42 mm - 1 1/2", m, 79.15, 14.73, 93.88
13.111.000015.SER,"Tubo de cobre inclusive conexões Ø 54 mm - 2", m, 112.86, 19.93, 132.79
13.111.000016.SER,"Tubo de cobre inclusive conexões Ø 66 mm - 2 1/2", m, 130.29, 23.39, 153.68
13.111.000017.SER,"Tubo de cobre inclusive conexões Ø 79 mm - 3", m, 191.20, 25.12, 216.32
13.111.000018.SER,"Tubo de cobre inclusive conexões Ø 104 mm - 4", m, 266.85, 28.59, 295.44
13.111.000019.SER,"Tubo de cobre Ø 15 mm - 1/2", m, 17.56, 2.89, 20.44
13.111.000020.SER,"Tubo de cobre Ø 22 mm - 3/4", m, 29.40, 4.04, 33.44
13.111.000021.SER,"Tubo de cobre Ø 28 mm - 1", m, 38.64, 4.04, 42.68
13.111.000022.SER,"Tubo de cobre Ø 35 mm - 1 1/4", m, 52.04, 6.06, 58.10
13.111.000023.SER,"Tubo de cobre Ø 42 mm - 1 1/2", m, 74.18, 6.06, 80.25
13.111.000024.SER,"Tubo de cobre Ø 54 mm - 2", m, 105.83, 8.95, 114.78
13.111.000025.SER,"Tubo de cobre Ø 66 mm - 2 1/2", m, 121.96, 10.69, 132.64
13.111.000026.SER,"Tubo de cobre Ø 79 mm - 3", m, 179.70, 12.13, 191.83
13.111.000027.SER,"Tubo de cobre Ø 104 mm - 4", m, 251.26, 14.15, 265.41
13.111.000028.SER,"Conector soldável de bronze bolsa x bolsa Ø 15 mm x 1/2", un, 8.58, 4.33, 12.91
13.111.000029.SER,"Conector soldável de bronze bolsa x bolsa Ø 22 mm x 3/4", un, 12.57, 4.33, 16.90
13.111.000030.SER,"Conector soldável de bronze bolsa x bolsa Ø 28 mm x 1", un, 20.04, 4.33, 24.37
13.111.000031.SER,"Conector soldável de bronze bolsa x bolsa Ø 35 mm x 1 1/4", un, 18.92, 6.93, 25.85
13.111.000032.SER,"Conector soldável de bronze bolsa x bolsa Ø 42 mm x 1 1/2", un, 28.32, 6.93, 35.25
13.111.000033.SER,"Conector soldável de bronze bolsa x bolsa Ø 54 mm x 2", un, 44.97, 6.93, 51.90
13.111.000034.SER,"Conector soldável de bronze bolsa x bolsa Ø 66 mm x 2 1/2", un, 85.68, 8.09, 93.77
13.111.000035.SER,"Conector soldável de bronze bolsa x ponta Ø 104 mm x 4", un, 233.63, 10.11, 243.74
13.111.000036.SER,"Conector soldável de bronze bolsa x ponta Ø 15 mm x 1/2", un, 7.12, 4.33, 11.45
13.111.000037.SER,"Conector soldável de bronze bolsa x ponta Ø 22 mm x 3/4", un, 9.32, 4.33, 13.65
13.111.000038.SER,"Conector soldável de bronze bolsa x ponta Ø 28 mm x 1", un, 14.32, 4.33, 18.65
13.111.000039.SER,"Conector soldável de bronze bolsa x ponta Ø 35 mm x 1 1/4", un, 19.33, 6.93, 26.26
13.111.000040.SER,"Conector soldável de bronze bolsa x ponta Ø 42 mm x 1 1/2", un, 28.45, 6.93, 35.38
13.111.000041.SER,"Conector soldável de bronze bolsa x ponta Ø 54 mm x 2", un, 44.77, 6.93, 51.70
13.111.000042.SER,"Conector soldável de bronze bolsa x ponta Ø 66 mm x 2 1/2", un, 82.39, 8.09, 90.47
13.111.000043.SER,"Conector soldável de bronze bolsa x ponta Ø 79 mm x 3", un, 126.30, 8.09, 134.38
13.111.000080.SER,"Cotovelo soldável de cobre bolsa x bolsa Ø 15 mm - 1/2", un, 7.44, 5.20, 12.63
13.111.000081.SER,"Cotovelo soldável de cobre bolsa x bolsa Ø 22 mm - 3/4", un, 12.90, 5.20, 18.10
13.111.000082.SER,"Cotovelo soldável de cobre bolsa x bolsa Ø 28 mm - 1", un, 21.20, 5.20, 26.40
13.111.000083.SER,"Cotovelo soldável de bronze bolsa x bolsa Ø 35 mm - 1 1/4", un, 21.11, 8.37, 29.49
13.111.000084.SER,"Cotovelo soldável de bronze bolsa x bolsa Ø 42 mm - 1 1/2", un, 33.49, 8.37, 41.86
13.111.000085.SER,"Cotovelo soldável de bronze bolsa x bolsa Ø 54 mm - 2", un, 51.73, 8.37, 60.10
13.111.000086.SER,"Cotovelo soldável de bronze bolsa x bolsa Ø 66 mm - 2 1/2", un, 150.62, 9.82, 160.43
13.111.000087.SER,"Cotovelo soldável de bronze bolsa x bolsa Ø 79 mm - 3", un, 179.91, 9.82, 189.73
13.111.000088.SER,"Cotovelo soldável de bronze bolsa x bolsa Ø 104 mm - 4", un, 330.11, 12.13, 342.24
13.111.000089.SER,"Cotovelo soldável de bronze bolsa x ponta Ø 15 mm x 1/2", un, 5.57, 8.66, 14.23
13.111.000090.SER,"Cotovelo soldável de bronze bolsa x ponta Ø 22 mm x 3/4", un, 11.15, 8.66, 19.81
13.111.000091.SER,"Cotovelo soldável de bronze bolsa x ponta Ø 28 mm x 1", un, 13.54, 8.66, 22.21
13.111.000092.SER,"Cotovelo soldável de bronze bolsa x ponta Ø 35 mm x 1 1/4", un, 17.32, 13.86, 31.18
13.111.000093.SER,"Cotovelo soldável de bronze bolsa x ponta Ø 42 mm x 1 1/2", un, 26.21, 13.86, 40.07
13.111.000110.SER,"Curva 45° soldável de bronze bolsa x bolsa Ø 35 mm - 1 1/4", un, 35.09, 8.37, 43.46
13.111.000111.SER,"Curva 45° soldável de bronze bolsa x bolsa Ø 42 mm - 1 1/2", un, 56.26, 8.37, 64.64
13.111.000112.SER,"Curva 45° soldável de bronze bolsa x bolsa Ø 54 mm - 2", un, 83.43, 8.37, 91.80
13.111.000113.SER,"Curva 45° soldável de bronze bolsa x bolsa Ø 66 mm - 2 1/2", un, 196.63, 9.82, 206.44
13.111.000114.SER,"Curva 45° soldável de bronze bolsa x bolsa Ø 79 mm - 3", un, 277.28, 9.82, 287.10
13.111.000115.SER,"Curva 45° soldável de bronze bolsa x bolsa Ø 104 mm - 4", un, 474.61, 12.13, 486.74
13.111.000116.SER,"Curva 45° soldável de cobre bolsa x bolsa Ø 15 mm - 1/2", un, 2.45, 5.20, 7.65
13.111.000117.SER,"Curva 45° soldável de cobre bolsa x bolsa Ø 22 mm - 3/4", un, 5.26, 5.20, 10.46
13.111.000118.SER,"Curva 45° soldável de cobre bolsa x bolsa Ø 28 mm - 1", un, 9.89, 5.20, 15.09
13.111.000130.SER,"Curva de transposição soldável de cobre bolsa x bolsa Ø 15 mm - 1/2",un,12.39,8.66,21.05
13.111.000131.SER,"Curva de transposição soldável de cobre bolsa x bolsa Ø 22 mm - 3/4",un,26.97,8.66,35.63
13.111.000132.SER,"Curva de transposição soldável de cobre bolsa x bolsa Ø 28 mm - 1",un,34.33,8.66,42.99
13.111.000150.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 15 mm - 1/2",un,47.37,2.17,49.54
13.111.000151.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 22 mm - 3/4",un,56.13,2.17,58.29
13.111.000152.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 28 mm - 1",un,82.98,2.17,85.15
13.111.000153.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 35 mm - 1 1/4",un,113.52,3.47,116.98
13.111.000154.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 42 mm - 1 1/2",un,130.64,3.47,134.11
13.111.000155.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 54 mm - 2",un,170.60,3.47,174.06
13.111.000156.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 66 mm - 2 1/2",un,349.73,4.04,353.78
13.111.000157.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 79 mm - 3",un,518.14,4.04,522.18
13.111.000158.SER,"Flange de cobre e bronze para saída de caixa d'água Ø 104 mm - 4",un,789.58,5.20,794.78
13.111.000180.SER,"Junta de expansão soldável de cobre ponta x ponta Ø 15 mm - 1/2",un,686.32,4.33,690.65
13.111.000181.SER,"Junta de expansão soldável de cobre ponta x ponta Ø 22 mm - 3/4",un,816.07,4.33,820.40
13.111.000182.SER,"Junta de expansão soldável de cobre ponta x ponta Ø 28 mm - 1",un,883.24,4.33,887.57
13.111.000183.SER,"Junta de bronze de expansão ponta x ponta Ø 35 mm - 1 1/4",un,972.87,6.93,979.80
13.111.000184.SER,"Junta de bronze de expansão ponta x ponta Ø 42 mm - 1 1/2",un,1016.74,6.93,1023.67
13.111.000185.SER,"Junta de bronze de expansão ponta x ponta Ø 54 mm - 2",un,1482.94,6.93,1489.87
13.111.000186.SER,"Junta de bronze de expansão ponta x ponta Ø 66 mm - 2 1/2",un,2120.82,8.09,2128.91
13.111.000187.SER,"Junta de bronze de expansão ponta x ponta Ø 79 mm - 3",un,4273.40,8.09,4281.49
13.111.000188.SER,"Junta de bronze de expansão ponta x ponta Ø 104 mm - 4",un,4335.97,10.11,4346.08
13.111.000200.SER,"Luva de bronze bolsa x bolsa Ø 35 mm - 1 1/4",un,11.96,8.37,20.33
13.111.000201.SER,"Luva de bronze bolsa x bolsa Ø 42 mm - 1 1/2",un,17.69,8.37,26.07
13.111.000202.SER,"Luva de bronze bolsa x bolsa Ø 54 mm - 2",un,28.55,8.37,36.92
13.111.000203.SER,"Luva de bronze bolsa x bolsa Ø 66 mm - 2 1/2",un,79.22,9.82,89.04
13.111.000204.SER,"Luva de bronze bolsa x bolsa Ø 79 mm - 3",un,120.76,9.82,130.58
13.111.000205.SER,"Luva de bronze bolsa x bolsa Ø 104 mm - 4",un,175.67,12.13,187.80
13.111.000206.SER,"Luva de cobre bolsa x bolsa Ø 15 mm - 1/2",un,2.81,5.20,8.01
13.111.000207.SER,"Luva de cobre bolsa x bolsa Ø 22 mm - 3/4",un,5.09,5.20,10.28
13.111.000208.SER,"Luva de cobre bolsa x bolsa Ø 28 mm - 1",un,9.16,5.20,14.36
13.111.000230.SER,"Tampão de bronze bolsa Ø 35 mm - 1 1/4",un,21.09,3.47,24.56
13.111.000231.SER,"Tampão de bronze bolsa Ø 42 mm - 1 1/2",un,24.55,3.47,28.02
13.111.000232.SER,"Tampão de bronze bolsa Ø 54 mm - 2",un,36.50,3.47,39.96
13.111.000233.SER,"Tampão de bronze bolsa Ø 66 mm - 2 1/2",un,74.40,4.04,78.45
13.111.000234.SER,"Tampão de cobre bolsa Ø 15 mm - 1/2",un,2.25,2.17,4.41
13.111.000235.SER,"Tampão de cobre bolsa Ø 22 mm - 3/4",un,4.21,2.17,6.37
13.111.000236.SER,"Tampão de cobre bolsa Ø 28 mm - 1",un,6.37,2.17,8.54
13.111.000250.SER,"Tê de bronze bolsa x bolsa Ø 35 mm - 1 1/4", un, 25.97, 9.82, 35.79
13.111.000251.SER,"Tê de bronze bolsa x bolsa Ø 42 mm - 1 1/2", un, 36.74, 9.82, 46.56
13.111.000252.SER,"Tê de bronze bolsa x bolsa Ø 54 mm - 2", un, 78.87, 9.82, 88.69
13.111.000253.SER,"Tê de bronze bolsa x bolsa Ø 66 mm - 2 1/2", un, 185.67, 11.84, 197.51
13.111.000254.SER,"Tê de bronze bolsa x bolsa Ø 79 mm - 3", un, 289.43, 11.84, 301.27
13.111.000255.SER,"Tê de bronze bolsa x bolsa Ø 104 mm - 4", un, 629.76, 14.73, 644.49
13.111.000256.SER,"Tê de bronze com rosca fêmea central bolsa x bolsa Ø 15 x 1/2 x 15 mm", un, 8.46, 9.82, 18.28
13.111.000257.SER,"Tê de bronze com rosca fêmea central bolsa x bolsa Ø 22 x 3/4 x 22 mm", un, 17.17, 9.82, 26.99
13.111.000258.SER,"Tê de bronze de redução com rosca fêmea central bolsa x bolsa Ø 22 x 1/2 x 22 mm", un, 9.94, 9.82, 19.76
13.111.000259.SER,"Tê de bronze de redução com rosca fêmea central bolsa x bolsa Ø 54 x 1 x 54 mm", un, 57.23, 16.17, 73.40
13.111.000280.SER,"Tê de cobre bolsa x bolsa Ø 15 mm - 1/2", un, 5.39, 5.78, 11.17
13.111.000281.SER,"Tê de cobre bolsa x bolsa Ø 22 mm - 3/4", un, 11.46, 5.78, 17.23
13.111.000282.SER,"Tê de cobre bolsa x bolsa Ø 28 mm - 1", un, 18.35, 5.78, 24.13
13.111.000283.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 22 x 15 x 22 mm", un, 7.30, 9.82, 17.12
13.111.000284.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 28 x 15 x 28 mm", un, 11.71, 9.82, 21.52
13.111.000285.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 28 x 22 x 28 mm", un, 11.71, 9.82, 21.52
13.111.000286.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 35 x 15 x 35 mm", un, 10.45, 16.17, 26.63
13.111.000287.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 35 x 22 x 35 mm", un, 12.21, 16.17, 28.38
13.111.000288.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 35 x 28 x 35 mm", un, 13.61, 16.17, 29.78
13.111.000289.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 42 x 15 x 42 mm", un, 13.16, 16.17, 29.34
13.111.000290.SER,"Tê de cobre e bronze de redução central bolsa x bolsa Ø 42 x 22 x 42 mm", un, 19.16, 16.17, 35.34
